chave;nome;endereco;bairro_tse;bairro_ibge;regiao;cep;lat;lon;aptos;aptos_2022;aptos_2024;n_secoes_2022;comparecimento_22;abstencao_22;validos_dep_est_22;votos_novo_dep_est_22;pct_novo_dep_est_22;votos_pl_dep_est_22;pct_pl_dep_est_22;votos_direita_dep_est_22;pct_direita_dep_est_22;validos_dep_fed_22;votos_novo_dep_fed_22;pct_novo_dep_fed_22;votos_pl_dep_fed_22;pct_pl_dep_fed_22;votos_direita_dep_fed_22;pct_direita_dep_fed_22;votos_bolsonaro_22;pct_bolsonaro_22;votos_gov_novo_22;pct_gov_novo_22;votos_gov_pl_22;pct_gov_pl_22;validos_ver_24;votos_novo_ver_24;pct_novo_ver_24;votos_pl_ver_24;pct_pl_ver_24;votos_direita_ver_24;pct_direita_ver_24;top3_vereadores_direita;prefeito_lider_24;prefeito_2024_pct;votos_matheus_22;penetracao_matheus;pct_16a24;pct_60mais;pct_superior;pct_feminino;comp_potencial;comp_liberal;comp_densidade;comp_consistencia;flag_pequeno;score
Z13-L1783;UFSC - CENTRO SOCIO ECONOMICO - CSE;CAMPUS UNIVERSITARIO, S/N;TRINDADE;Trindade;Centro;88040900;-27,5990;-48,5216;2482,0000;2482,0000;2655,0000;7,0000;2120,0000;0,1459;2010,0000;123,0000;0,0612;242,0000;0,1204;365,0000;0,1816;1989,0000;218,0000;0,1096;263,0000;0,1322;481,0000;0,2418;623,0000;0,2668;66,0000;0,0324;273,0000;0,1340;1769,0000;135,0000;0,0763;187,0000;0,1057;322,0000;0,1820;Manoella Vieira Da Silva (PL, 47 votos) | Rafael Luiz Marques Ary (NOVO, 28 votos) | Thiago Jose De Chaves (NOVO, 22 votos);Marcos José De Abreu (43,5%);"{""Marcos José De Abreu"": 43.5, ""Topazio Silveira Neto"": 41.1, ""Vanderlei Farias"": 5.7, ""Pedro De Assis Silvestre"": 5.3, ""Dário Elias Berger"": 4.1, ""Rogerio Silva Portanova"": 0.1, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.1}";2,0000;0,0055;0,1197;0,1934;0,5036;0,5310;0,1891;0,5654;0,2876;0,9992;False;47,1000
Z100-L1163;COLEGIO ESTADUAL PROFESSORA LAURA LIMA;RUA DO LOURO, 143;MONTE VERDE;Monte Verde;Centro;88085530;-27,5598;-48,4937;5163,0000;5163,0000;5082,0000;14,0000;4200,0000;0,1865;3662,0000;62,0000;0,0169;559,0000;0,1526;621,0000;0,1696;3654,0000;255,0000;0,0698;550,0000;0,1505;805,0000;0,2203;1774,0000;0,4412;43,0000;0,0112;732,0000;0,1901;3364,0000;67,0000;0,0199;420,0000;0,1249;487,0000;0,1448;Giliard Eliezer Batista Torquato (PL, 74 votos) | Manoella Vieira Da Silva (PL, 44 votos) | João Ricardo Padilha Santos (PL, 37 votos);Topazio Silveira Neto (65,5%);"{""Topazio Silveira Neto"": 65.5, ""Marcos José De Abreu"": 14.9, ""Vanderlei Farias"": 7.3, ""Pedro De Assis Silvestre"": 7.0, ""Dário Elias Berger"": 5.1, ""Rogerio Silva Portanova"": 0.1, ""Mateus Souza"": 0.0}";0,0000;0,0000;0,1617;0,1724;0,1296;0,5243;0,3218;0,1524;0,5983;0,9059;False;46,8000
Z12-L2062;ESCOLA DE EDUCAÇÃO BÁSICA JOSÉ BOITEUX;RUA MARECHAL CÂMARA, N. 182;ESTREITO;Estreito;Continente;88070240;-27,5904;-48,5793;3584,0000;3584,0000;3680,0000;14,0000;3012,0000;0,1596;2692,0000;83,0000;0,0308;579,0000;0,2151;662,0000;0,2459;2654,0000;289,0000;0,1089;609,0000;0,2295;898,0000;0,3384;1479,0000;0,5077;56,0000;0,0199;731,0000;0,2595;2519,0000;116,0000;0,0461;380,0000;0,1509;496,0000;0,1969;Pedro Neves Bueno Cordoba (PL, 63 votos) | Manoella Vieira Da Silva (PL, 58 votos) | Ingo Camara Althoff (PL, 46 votos);Topazio Silveira Neto (57,5%);"{""Topazio Silveira Neto"": 57.5, ""Marcos José De Abreu"": 17.9, ""Pedro De Assis Silvestre"": 10.5, ""Vanderlei Farias"": 8.0, ""Dário Elias Berger"": 5.7, ""Rogerio Silva Portanova"": 0.2, ""Carlos Rogério Muller"": 0.1}";0,0000;0,0000;0,0951;0,3119;0,2843;0,5522;0,3430;0,3105;0,4153;0,8133;False;46,6000
Z13-L1619;ESCOLA BASICA ACACIO GARIBALDI SAO TIAGO;RUA ALTAMIRO BARCELOS DUTRA, 1195;BARRA DA LAGOA;Barra da Lagoa;Leste/Lagoa;88062500;-27,5758;-48,4297;4909,0000;4909,0000;5065,0000;13,0000;3998,0000;0,1856;3630,0000;81,0000;0,0223;517,0000;0,1424;598,0000;0,1647;3550,0000;237,0000;0,0668;515,0000;0,1451;752,0000;0,2118;1857,0000;0,4805;61,0000;0,0164;901,0000;0,2419;3432,0000;88,0000;0,0256;609,0000;0,1774;697,0000;0,2031;João Paulo Ferreira (PL, 304 votos) | Manuel Cristovão Augusto Junior (PL, 63 votos) | João Ricardo Padilha Santos (PL, 45 votos);Topazio Silveira Neto (59,0%);"{""Topazio Silveira Neto"": 59.0, ""Marcos José De Abreu"": 22.9, ""Dário Elias Berger"": 7.6, ""Pedro De Assis Silvestre"": 5.9, ""Vanderlei Farias"": 4.3, ""Rogerio Silva Portanova"": 0.2, ""Carlos Rogério Muller"": 0.1, ""Brunno Andrade Dias"": 0.0}";1,0000;0,0017;0,0982;0,2031;0,2224;0,5186;0,3098;0,1988;0,5689;0,8541;False;46,1000
Z100-L1600;CENTRO EDUCACIONAL UNIVERSO;SERVIDÃO PROFESSOR NILSON JOSÉ DE JESUS, 91 (SC 403, KM 06);INGLESES;Ingleses Centro;Norte da Ilha;88058095;-27,4383;-48,4022;3704,0000;3704,0000;3568,0000;10,0000;2834,0000;0,2349;2534,0000;83,0000;0,0328;581,0000;0,2293;664,0000;0,2620;2490,0000;253,0000;0,1016;644,0000;0,2586;897,0000;0,3602;1483,0000;0,5401;52,0000;0,0196;683,0000;0,2570;2181,0000;50,0000;0,0229;451,0000;0,2068;501,0000;0,2297;João Paulo Ferreira (PL, 149 votos) | Marcelo Fernando De Oliveira (PL, 65 votos) | Manuel Cristovão Augusto Junior (PL, 56 votos);Topazio Silveira Neto (68,0%);"{""Topazio Silveira Neto"": 68.0, ""Marcos José De Abreu"": 13.9, ""Dário Elias Berger"": 6.3, ""Pedro De Assis Silvestre"": 6.3, ""Vanderlei Farias"": 5.2, ""Carlos Rogério Muller"": 0.1, ""Rogerio Silva Portanova"": 0.1}";1,0000;0,0015;0,0602;0,1752;0,2576;0,5510;0,3440;0,2424;0,4293;0,8772;False;46,1000
Z12-L2020;SESC - SERVIÇO SOCIAL DO COMÉRCIO;RUA GENERAL EURICO GASPAR DUTRA N. 913;ESTREITO;Estreito;Continente;88075100;-27,5903;-48,5775;2770,0000;2770,0000;;7,0000;2355,0000;0,1498;2183,0000;94,0000;0,0431;435,0000;0,1993;529,0000;0,2423;2133,0000;290,0000;0,1360;507,0000;0,2377;797,0000;0,3737;1150,0000;0,5035;62,0000;0,0275;552,0000;0,2449;;;;;;;;;;;0,0000;0,0000;0,0783;0,2054;0,4184;0,5560;0,2741;0,4345;0,3210;0,8853;False;46,0000
Z13-L1422;ESCOLA BÁSICA MUNICIPAL JOSÉ AMARO CORDEIRO;RODOVIA SC 406, AV. FRANCISCO THOMAS DE SOUZA, N. 1691;MORRO DAS PEDRAS;Morro das Pedras;Sul da Ilha;88066000;-27,7168;-48,5075;3793,0000;3793,0000;3889,0000;10,0000;3082,0000;0,1875;2812,0000;86,0000;0,0306;500,0000;0,1778;586,0000;0,2084;2726,0000;260,0000;0,0954;544,0000;0,1996;804,0000;0,2949;1230,0000;0,4130;50,0000;0,0174;651,0000;0,2265;2593,0000;81,0000;0,0312;522,0000;0,2013;603,0000;0,2325;Gilberto Alcebiades Pinheiro (PL, 263 votos) | Giliard Eliezer Batista Torquato (PL, 46 votos) | Manoella Vieira Da Silva (PL, 46 votos);Topazio Silveira Neto (46,0%);"{""Topazio Silveira Neto"": 46.0, ""Marcos José De Abreu"": 32.2, ""Dário Elias Berger"": 10.2, ""Vanderlei Farias"": 6.1, ""Pedro De Assis Silvestre"": 4.9, ""Rogerio Silva Portanova"": 0.4, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.0}";0,0000;0,0000;0,0999;0,1856;0,2845;0,5218;0,3036;0,2594;0,4396;0,9084;False;45,5000
Z12-L2186;COLÉGIO ANTÔNIO PEIXOTO;RUA VEREADOR BATISTA PEREIRA, N. 656;ESTREITO;Balneário;Continente;88075600;-27,5796;-48,5851;2741,0000;2741,0000;2961,0000;7,0000;2403,0000;0,1233;2252,0000;115,0000;0,0511;536,0000;0,2380;651,0000;0,2891;2208,0000;350,0000;0,1585;580,0000;0,2627;930,0000;0,4212;1335,0000;0,5739;57,0000;0,0248;707,0000;0,3081;2219,0000;98,0000;0,0442;385,0000;0,1735;483,0000;0,2177;Manoella Vieira Da Silva (PL, 72 votos) | Fabricio Rodrigo Correia De Mello (PL, 70 votos) | Pedro Neves Bueno Cordoba (PL, 38 votos);Topazio Silveira Neto (63,5%);"{""Topazio Silveira Neto"": 63.5, ""Marcos José De Abreu"": 18.2, ""Pedro De Assis Silvestre"": 12.0, ""Dário Elias Berger"": 3.0, ""Vanderlei Farias"": 3.0, ""Rogerio Silva Portanova"": 0.2}";0,0000;0,0000;0,1197;0,1828;0,4670;0,5327;0,3373;0,4062;0,3176;0,7276;False;45,4000
Z13-L1864;COLÉGIO DO CAMPECHE;RODOVIA SC 405, 4501;CAMPECHE;Moenda;Sul da Ilha;88062000;-27,7012;-48,5098;3471,0000;3471,0000;3816,0000;9,0000;2906,0000;0,1628;2717,0000;106,0000;0,0390;433,0000;0,1594;539,0000;0,1984;2683,0000;235,0000;0,0876;403,0000;0,1502;638,0000;0,2378;847,0000;0,2806;69,0000;0,0249;436,0000;0,1573;2239,0000;80,0000;0,0357;427,0000;0,1907;507,0000;0,2264;Gilberto Alcebiades Pinheiro (PL, 176 votos) | Manoella Vieira Da Silva (PL, 53 votos) | João Ricardo Padilha Santos (PL, 51 votos);Marcos José De Abreu (48,3%);"{""Marcos José De Abreu"": 48.3, ""Topazio Silveira Neto"": 40.9, ""Vanderlei Farias"": 4.3, ""Pedro De Assis Silvestre"": 3.3, ""Dário Elias Berger"": 3.0, ""Carlos Rogério Muller"": 0.1, ""Rogerio Silva Portanova"": 0.1}";1,0000;0,0019;0,2357;0,0775;0,4656;0,5606;0,2793;0,3170;0,4022;0,8935;False;45,0000
Z12-L1686;COLÉGIO GERAÇÃO JÚNIOR - UNIDADE BEIRAMAR;RUA SÃO JOÃO BATISTA, N. 60;AGRONÔMICA;Agronômica;Centro;88025230;-27,5748;-48,5290;3250,0000;3250,0000;3360,0000;9,0000;2623,0000;0,1929;2365,0000;101,0000;0,0427;338,0000;0,1429;439,0000;0,1856;2330,0000;246,0000;0,1056;368,0000;0,1579;614,0000;0,2635;1050,0000;0,4153;39,0000;0,0159;448,0000;0,1826;2219,0000;95,0000;0,0428;280,0000;0,1262;375,0000;0,1690;Giliard Eliezer Batista Torquato (PL, 44 votos) | Manoella Vieira Da Silva (PL, 44 votos) | Ingo Camara Althoff (PL, 31 votos);Topazio Silveira Neto (62,0%);"{""Topazio Silveira Neto"": 62.0, ""Marcos José De Abreu"": 20.4, ""Vanderlei Farias"": 6.4, ""Pedro De Assis Silvestre"": 5.8, ""Dário Elias Berger"": 4.9, ""Rogerio Silva Portanova"": 0.4, ""Carlos Rogério Muller"": 0.0, ""Mateus Souza"": 0.0}";0,0000;0,0000;0,1397;0,1151;0,3065;0,5234;0,2275;0,3595;0,3766;0,9372;False;44,0000
Z100-L1376;N.E.I. - NUCLEO DE EDUCAÇÃO INFANTIL GENTIL MATHIAS DA SILVA;RUA DOM JOAO BECKER, 988;INGLESES;Ingleses Sul;Norte da Ilha;88058600;-27,4400;-48,3870;3561,0000;3561,0000;4001,0000;9,0000;2734,0000;0,2322;2453,0000;52,0000;0,0212;505,0000;0,2059;557,0000;0,2271;2416,0000;150,0000;0,0621;529,0000;0,2190;679,0000;0,2810;1375,0000;0,5129;18,0000;0,0070;643,0000;0,2516;2590,0000;69,0000;0,0266;489,0000;0,1888;558,0000;0,2154;Marcelo Fernando De Oliveira (PL, 131 votos) | João Paulo Ferreira (PL, 126 votos) | Manuel Cristovão Augusto Junior (PL, 80 votos);Topazio Silveira Neto (66,2%);"{""Topazio Silveira Neto"": 66.2, ""Marcos José De Abreu"": 14.4, ""Dário Elias Berger"": 8.6, ""Vanderlei Farias"": 6.2, ""Pedro De Assis Silvestre"": 4.5, ""Rogerio Silva Portanova"": 0.1, ""Mateus Souza"": 0.0}";0,0000;0,0000;0,0887;0,2401;0,2185;0,5254;0,2886;0,1966;0,4127;0,9564;False;43,3000
Z12-L2216;PARÓQUIA NOSSA SENHORA DO CARMO;RUA PROFESSOR BAYER FILHO, N. 81;COQUEIROS;Coqueiros;Continente;88080300;-27,6089;-48,5791;2661,0000;2661,0000;2538,0000;7,0000;2243,0000;0,1571;2118,0000;92,0000;0,0434;422,0000;0,1992;514,0000;0,2427;2069,0000;286,0000;0,1382;482,0000;0,2330;768,0000;0,3712;1123,0000;0,5116;56,0000;0,0261;535,0000;0,2497;1799,0000;85,0000;0,0472;281,0000;0,1562;366,0000;0,2034;Manoella Vieira Da Silva (PL, 62 votos) | Ingo Camara Althoff (PL, 36 votos) | Alex Fabiano Wehrle (PL, 24 votos);Topazio Silveira Neto (56,4%);"{""Topazio Silveira Neto"": 56.4, ""Marcos José De Abreu"": 20.9, ""Pedro De Assis Silvestre"": 13.0, ""Vanderlei Farias"": 5.8, ""Dário Elias Berger"": 3.7, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.1}";1,0000;0,0019;0,0601;0,2537;0,5329;0,5697;0,2663;0,3781;0,3084;0,8507;False;43,3000
Z100-L1643;ESCOLA BASICA MARIA TOMAZIA COELHO;RUA VEREADOR ONILDO LEMOS, 1409;ARANHAS/SANTINHO;Santinho;Norte da Ilha;88058700;-27,4553;-48,3807;3550,0000;3550,0000;3642,0000;9,0000;2755,0000;0,2239;2455,0000;47,0000;0,0191;512,0000;0,2086;559,0000;0,2277;2431,0000;188,0000;0,0773;497,0000;0,2044;685,0000;0,2818;1354,0000;0,5041;27,0000;0,0106;643,0000;0,2522;2389,0000;57,0000;0,0239;498,0000;0,2085;555,0000;0,2323;Manuel Cristovão Augusto Junior (PL, 304 votos) | João Paulo Ferreira (PL, 58 votos) | Marcelo Fernando De Oliveira (PL, 24 votos);Topazio Silveira Neto (67,3%);"{""Topazio Silveira Neto"": 67.3, ""Marcos José De Abreu"": 14.7, ""Dário Elias Berger"": 6.8, ""Vanderlei Farias"": 6.1, ""Pedro De Assis Silvestre"": 4.9, ""Rogerio Silva Portanova"": 0.2}";1,0000;0,0018;0,1115;0,1834;0,1958;0,5254;0,2896;0,1768;0,4114;0,9832;False;43,2000
Z13-L1392;ESCOLA BASICA MUNICIPAL DILMA LUCIA DOS SANTOS;RODOVIA SC 406, 6050;ARMAÇÃO DO PÂNTANO DO SUL;Armação;Sul da Ilha;88066000;-27,7533;-48,5103;4609,0000;4609,0000;4715,0000;12,0000;3776,0000;0,1807;3452,0000;58,0000;0,0168;439,0000;0,1272;497,0000;0,1440;3427,0000;179,0000;0,0522;500,0000;0,1459;679,0000;0,1981;1484,0000;0,4067;46,0000;0,0131;629,0000;0,1787;3295,0000;79,0000;0,0240;472,0000;0,1432;551,0000;0,1672;Marcelo Fernando De Oliveira (PL, 132 votos) | Gilberto Alcebiades Pinheiro (PL, 120 votos) | Isabelly Da Silva Santos (NOVO, 42 votos);Topazio Silveira Neto (47,4%);"{""Topazio Silveira Neto"": 47.4, ""Marcos José De Abreu"": 34.1, ""Pedro De Assis Silvestre"": 6.7, ""Dário Elias Berger"": 6.4, ""Vanderlei Farias"": 5.2, ""Rogerio Silva Portanova"": 0.1, ""Brunno Andrade Dias"": 0.0}";1,0000;0,0020;0,1104;0,1872;0,2330;0,5279;0,2575;0,1654;0,5341;0,9119;False;43,0000
Z13-L1716;CENTRO DE DESPORTOS - UFSC;CIDADE UNIVERSITARIA;PANTANAL;Trindade;Centro;88040000;-27,6056;-48,5186;2503,0000;2503,0000;2774,0000;7,0000;2094,0000;0,1634;1919,0000;112,0000;0,0584;227,0000;0,1183;339,0000;0,1767;1923,0000;182,0000;0,0946;226,0000;0,1175;408,0000;0,2122;566,0000;0,2496;65,0000;0,0328;260,0000;0,1311;1698,0000;94,0000;0,0554;170,0000;0,1001;264,0000;0,1555;Manoella Vieira Da Silva (PL, 39 votos) | Rafael Luiz Marques Ary (NOVO, 26 votos) | Gilberto Alcebiades Pinheiro (PL, 18 votos);Marcos José De Abreu (48,5%);"{""Marcos José De Abreu"": 48.5, ""Topazio Silveira Neto"": 37.8, ""Vanderlei Farias"": 6.3, ""Pedro De Assis Silvestre"": 4.2, ""Dário Elias Berger"": 2.5, ""Rogerio Silva Portanova"": 0.5, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,1610;0,1167;0,4355;0,5126;0,1756;0,4807;0,2901;0,9198;False;42,8000
Z100-L1724;ESCOLA BÁSICA MUNICIPAL VIRGÍLIO REIS VÁRZEA;RUA MANOEL MANCELLOS MOURA, S/N;CANASVIEIRAS;Canasvieiras;Norte da Ilha;88054030;-27,4329;-48,4563;3364,0000;3364,0000;3935,0000;9,0000;2629,0000;0,2185;2435,0000;89,0000;0,0366;568,0000;0,2333;657,0000;0,2698;2412,0000;230,0000;0,0954;604,0000;0,2504;834,0000;0,3458;1391,0000;0,5101;38,0000;0,0152;643,0000;0,2564;2517,0000;104,0000;0,0413;317,0000;0,1259;421,0000;0,1673;Manoella Vieira Da Silva (PL, 51 votos) | Pedro Neves Bueno Cordoba (PL, 31 votos) | Giliard Eliezer Batista Torquato (PL, 28 votos);Topazio Silveira Neto (64,5%);"{""Topazio Silveira Neto"": 64.5, ""Marcos José De Abreu"": 16.0, ""Vanderlei Farias"": 6.7, ""Pedro De Assis Silvestre"": 6.4, ""Dário Elias Berger"": 6.2, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.0, ""Carlos Rogério Muller"": 0.0}";0,0000;0,0000;0,1017;0,2137;0,3157;0,5574;0,3404;0,3234;0,3898;0,6084;False;42,8000
Z100-L1848;CENTRO DE CIÊNCIAS AGRÁRIA DA UNIVERSIDADE FEDERAL DE SANTA CATRINA;RODOVIA ADMAR GONZAGA, 1346;ITACORUBI;Itacorubi;Centro;88034001;-27,5829;-48,5049;1063,0000;1063,0000;1860,0000;3,0000;996,0000;0,0630;934,0000;77,0000;0,0824;144,0000;0,1542;221,0000;0,2366;924,0000;122,0000;0,1320;134,0000;0,1450;256,0000;0,2771;288,0000;0,2667;34,0000;0,0356;146,0000;0,1530;1227,0000;95,0000;0,0774;182,0000;0,1483;277,0000;0,2258;Manoella Vieira Da Silva (PL, 44 votos) | Giliard Eliezer Batista Torquato (PL, 29 votos) | Rafael Luiz Marques Ary (NOVO, 28 votos);Topazio Silveira Neto (48,1%);"{""Topazio Silveira Neto"": 48.1, ""Marcos José De Abreu"": 40.4, ""Vanderlei Farias"": 4.8, ""Pedro De Assis Silvestre"": 3.4, ""Dário Elias Berger"": 3.0, ""Brunno Andrade Dias"": 0.1, ""Rogerio Silva Portanova"": 0.1}";1,0000;0,0045;0,2183;0,0630;0,6143;0,5334;0,1145;0,6764;0,1232;0,9593;False;42,5000
Z100-L1384;ESCOLA BASICA MUNICIPAL MARIA CONCEICAO NUNES;RUA LUIZ DUARTE, S/N;RIO VERMELHO;Rio Vermelho;Norte da Ilha;88066000;-27,4909;-48,4175;5946,0000;5946,0000;6726,0000;16,0000;4727,0000;0,2050;4201,0000;68,0000;0,0162;714,0000;0,1700;782,0000;0,1861;4070,0000;292,0000;0,0717;736,0000;0,1808;1028,0000;0,2526;2128,0000;0,4698;49,0000;0,0112;951,0000;0,2183;4329,0000;65,0000;0,0150;1506,0000;0,3479;1571,0000;0,3629;João Paulo Ferreira (PL, 1175 votos) | Giliard Eliezer Batista Torquato (PL, 92 votos) | Manoella Vieira Da Silva (PL, 39 votos);Topazio Silveira Neto (65,0%);"{""Topazio Silveira Neto"": 65.0, ""Marcos José De Abreu"": 18.9, ""Dário Elias Berger"": 6.4, ""Vanderlei Farias"": 5.8, ""Pedro De Assis Silvestre"": 3.5, ""Rogerio Silva Portanova"": 0.2, ""Carlos Rogério Muller"": 0.1, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,1189;0,1754;0,1687;0,5246;0,4052;0,1322;0,6891;0,3244;False;42,3000
Z13-L1821;COLEGIO DE APLICACAO;CAMPUS UNIVERSITARIO;CARVOEIRA;Trindade;Centro;88040900;-27,6005;-48,5244;2747,0000;2747,0000;2958,0000;7,0000;2294,0000;0,1649;2088,0000;90,0000;0,0431;226,0000;0,1082;316,0000;0,1513;2069,0000;210,0000;0,1015;218,0000;0,1054;428,0000;0,2069;587,0000;0,2578;46,0000;0,0212;253,0000;0,1167;1917,0000;93,0000;0,0485;187,0000;0,0975;280,0000;0,1461;Manoella Vieira Da Silva (PL, 39 votos) | João Ricardo Padilha Santos (PL, 28 votos) | Giliard Eliezer Batista Torquato (PL, 27 votos);Marcos José De Abreu (46,0%);"{""Marcos José De Abreu"": 46.0, ""Topazio Silveira Neto"": 37.1, ""Dário Elias Berger"": 7.2, ""Vanderlei Farias"": 6.0, ""Pedro De Assis Silvestre"": 3.4, ""Brunno Andrade Dias"": 0.1, ""Rogerio Silva Portanova"": 0.1, ""Carlos Rogério Muller"": 0.1}";0,0000;0,0000;0,2035;0,0990;0,3688;0,5388;0,1637;0,3807;0,3183;0,9807;False;41,2000
Z100-L1341;ESCOLA BÁSICA MUNICIPAL OSVALDO MACHADO;RUA LUIZ BOITEUX PIAZZA, 6542;PONTA DAS CANAS;Ponta das Canas;Norte da Ilha;88056000;-27,3951;-48,4294;3499,0000;3499,0000;3847,0000;10,0000;2968,0000;0,1518;2778,0000;64,0000;0,0230;415,0000;0,1494;479,0000;0,1724;2751,0000;160,0000;0,0582;371,0000;0,1349;531,0000;0,1930;1513,0000;0,5221;34,0000;0,0120;611,0000;0,2155;2895,0000;63,0000;0,0218;476,0000;0,1644;539,0000;0,1862;Ana Candida Martinelli Neves (PL, 104 votos) | Alex Fabiano Wehrle (PL, 91 votos) | Marcos Antonio De Souza (PL, 79 votos);Topazio Silveira Neto (70,8%);"{""Topazio Silveira Neto"": 70.8, ""Marcos José De Abreu"": 14.9, ""Pedro De Assis Silvestre"": 4.8, ""Vanderlei Farias"": 4.7, ""Dário Elias Berger"": 4.3, ""Rogerio Silva Portanova"": 0.3, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.0}";0,0000;0,0000;0,1099;0,1827;0,2047;0,5213;0,2482;0,1894;0,4055;0,9482;False;41,0000
Z100-L1686;ANEXO DA ESCOLA DE ENSINO BÁSICO INTENDENTE JOSÉ FERNANDES;SERVIDÃO MANOEL LAUREANO DOS SANTOS, 1144;SÍTIO CAPIVARI DE BAIXO;Capivari;Norte da Ilha;88058000;-27,4479;-48,3976;3168,0000;3168,0000;4622,0000;8,0000;2403,0000;0,2415;2077,0000;47,0000;0,0226;434,0000;0,2090;481,0000;0,2316;2024,0000;144,0000;0,0711;457,0000;0,2258;601,0000;0,2969;1109,0000;0,4801;21,0000;0,0095;497,0000;0,2239;2695,0000;65,0000;0,0241;588,0000;0,2182;653,0000;0,2423;João Paulo Ferreira (PL, 180 votos) | Marcelo Fernando De Oliveira (PL, 116 votos) | Manuel Cristovão Augusto Junior (PL, 52 votos);Topazio Silveira Neto (64,4%);"{""Topazio Silveira Neto"": 64.4, ""Marcos José De Abreu"": 17.3, ""Dário Elias Berger"": 7.1, ""Vanderlei Farias"": 6.7, ""Pedro De Assis Silvestre"": 4.5, ""Rogerio Silva Portanova"": 0.1, ""Mateus Souza"": 0.0}";0,0000;0,0000;0,2326;0,1335;0,1616;0,5685;0,2492;0,1953;0,3671;0,9599;False;40,6000
Z13-L1350;ESCOLA BASICA MUNICIPAL BATISTA PEREIRA;RODOVIA BALDICERO FILOMENO, 3000;RIBEIRÃO DA ILHA;Alto Ribeirão;Sul da Ilha;88064001;-27,7025;-48,5365;4209,0000;4209,0000;4404,0000;11,0000;3529,0000;0,1616;3130,0000;38,0000;0,0121;534,0000;0,1706;572,0000;0,1827;3014,0000;175,0000;0,0581;635,0000;0,2107;810,0000;0,2687;1568,0000;0,4647;35,0000;0,0107;727,0000;0,2227;3151,0000;36,0000;0,0114;390,0000;0,1238;426,0000;0,1352;Gilberto Alcebiades Pinheiro (PL, 175 votos) | Giliard Eliezer Batista Torquato (PL, 59 votos) | João Ricardo Padilha Santos (PL, 34 votos);Topazio Silveira Neto (55,4%);"{""Topazio Silveira Neto"": 55.4, ""Marcos José De Abreu"": 22.1, ""Dário Elias Berger"": 11.9, ""Pedro De Assis Silvestre"": 5.2, ""Vanderlei Farias"": 5.1, ""Rogerio Silva Portanova"": 0.1, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.0}";0,0000;0,0000;0,1214;0,1623;0,1810;0,5339;0,2964;0,0997;0,4878;0,8189;False;40,3000
Z13-L1759;ESCOLA BÁSICA BEATRIZ DE SOUZA BRITO;RUA DEPUTADO ANTÔNIO EDU VIEIRA, N. 600;PANTANAL;Pantanal;Centro;88040000;-27,6105;-48,5229;2719,0000;2719,0000;2714,0000;8,0000;2294,0000;0,1563;2074,0000;81,0000;0,0391;280,0000;0,1350;361,0000;0,1741;2059,0000;184,0000;0,0894;289,0000;0,1404;473,0000;0,2297;867,0000;0,3838;53,0000;0,0248;381,0000;0,1785;1854,0000;68,0000;0,0367;282,0000;0,1521;350,0000;0,1888;Gilberto Alcebiades Pinheiro (PL, 91 votos) | Manoella Vieira Da Silva (PL, 40 votos) | Giliard Eliezer Batista Torquato (PL, 24 votos);Topazio Silveira Neto (54,0%);"{""Topazio Silveira Neto"": 54.0, ""Marcos José De Abreu"": 27.6, ""Pedro De Assis Silvestre"": 7.4, ""Vanderlei Farias"": 6.2, ""Dário Elias Berger"": 4.5, ""Rogerio Silva Portanova"": 0.3, ""Mateus Souza"": 0.1, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,1015;0,2140;0,3104;0,5410;0,1870;0,3204;0,3151;0,9445;False;39,9000
Z100-L1279;ESCOLA BÁSICA LUIZ CÂNDIDO DA LUZ -  PONTA DO MORRO;RODOVIA SC 403 KM 3, S/N;VARGEM DO BOM JESUS;Vargem do Bom Jesus;Norte da Ilha;88058200;-27,4488;-48,4342;3638,0000;3638,0000;3803,0000;10,0000;2827,0000;0,2229;2444,0000;40,0000;0,0164;472,0000;0,1931;512,0000;0,2095;2433,0000;165,0000;0,0678;506,0000;0,2080;671,0000;0,2758;1390,0000;0,5137;18,0000;0,0069;573,0000;0,2202;2398,0000;51,0000;0,0213;368,0000;0,1535;419,0000;0,1747;Giliard Eliezer Batista Torquato (PL, 102 votos) | João Paulo Ferreira (PL, 82 votos) | Marcelo Fernando De Oliveira (PL, 37 votos);Topazio Silveira Neto (68,1%);"{""Topazio Silveira Neto"": 68.1, ""Dário Elias Berger"": 11.0, ""Marcos José De Abreu"": 10.9, ""Vanderlei Farias"": 5.4, ""Pedro De Assis Silvestre"": 4.1, ""Rogerio Silva Portanova"": 0.4, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,1471;0,1344;0,0932;0,5509;0,2653;0,1541;0,4216;0,8678;False;39,8000
